"initial_alias","converted_alias","name","description","namespace"
"LINC01252","ENSG00000247157","LINC01252","long intergenic non-protein coding RNA 1252 [Source:HGNC Symbol;Acc:HGNC:27888]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01393","ENSG00000225535","LINC01393","long intergenic non-protein coding RNA 1393 [Source:HGNC Symbol;Acc:HGNC:50669]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01664","ENSG00000235478","LINC01664","long intergenic non-protein coding RNA 1664 [Source:HGNC Symbol;Acc:HGNC:52452]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC02100","ENSG00000248693","LINC02100","long intergenic non-protein coding RNA 2100 [Source:HGNC Symbol;Acc:HGNC:52955]","GENECARDS,HGNC"
"LINC02605","ENSG00000261618","LINC02605","long intergenic non-protein coding RNA 2605 [Source:HGNC Symbol;Acc:HGNC:53974]","GENECARDS,HGNC"
"LINC02773","ENSG00000237980","LINC02773","long intergenic non-protein coding RNA 2773 [Source:HGNC Symbol;Acc:HGNC:54293]","GENECARDS,HGNC"
"LKAAEAR1","ENSG00000171695","LKAAEAR1","LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPAR3","ENSG00000171517","LPAR3","lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRGUK","ENSG00000155530","LRGUK","leucine rich repeats and guanylate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:21964]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LST1","ENSG00000204482","LST1","leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LZTS1","ENSG00000061337","LZTS1","leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"M1AP","ENSG00000159374","M1AP","meiosis 1 associated protein [Source:HGNC Symbol;Acc:HGNC:25183]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAMLD1","ENSG00000013619","MAMLD1","mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCF2L2","ENSG00000053524","MCF2L2","MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCOLN3","ENSG00000055732","MCOLN3","mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED12L","ENSG00000144893","MED12L","mediator complex subunit 12L [Source:HGNC Symbol;Acc:HGNC:16050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MELK","ENSG00000165304","MELK","maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MERTK","ENSG00000153208","MERTK","MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGP","ENSG00000111341","MGP","matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MICA","ENSG00000204520","MICA","MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIR6731","ENSG00000278034","MIR6731","microRNA 6731 [Source:HGNC Symbol;Acc:HGNC:50036]","ENTREZGENE,HGNC,WIKIGENE"
"MIR7111","ENSG00000276712","MIR7111","microRNA 7111 [Source:HGNC Symbol;Acc:HGNC:50073]","ENTREZGENE,HGNC,WIKIGENE"
"MIR765","ENSG00000211581","MIR765","microRNA 765 [Source:HGNC Symbol;Acc:HGNC:33141]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MIR8075","ENSG00000277942","MIR8075","microRNA 8075 [Source:HGNC Symbol;Acc:HGNC:50172]","ENTREZGENE,HGNC,WIKIGENE"
"MS4A2","ENSG00000149534","MS4A2","membrane spanning 4-domains A2 [Source:HGNC Symbol;Acc:HGNC:7316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MT-TD","ENSG00000210154","MT-TD","mitochondrially encoded tRNA-Asp (GAU/C) [Source:HGNC Symbol;Acc:HGNC:7478]","GENECARDS,HGNC"
"MT1E","ENSG00000169715","MT1E","metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MT2A","ENSG00000125148","MT2A","metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTATP6P11","ENSG00000228097","MTATP6P11","MT-ATP6 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:52057]","GENECARDS,HGNC"
"MTCO3P11","ENSG00000237711","MTCO3P11","MT-CO3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:52041]","GENECARDS,HGNC"
"MTND6P4","ENSG00000249119","MTND6P4","MT-ND6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39467]","GENECARDS,HGNC"
"MUC16","ENSG00000181143","MUC16","mucin 16, cell surface associated [Source:HGNC Symbol;Acc:HGNC:15582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MUC20P1","ENSG00000224769","MUC20P1","mucin 20, cell surface associated pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51921]","GENECARDS,HGNC"
"MX1","ENSG00000157601","MX1","MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MX2","ENSG00000183486","MX2","MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYLPF","None","None","None",""
"MYO10","ENSG00000145555","MYO10","myosin X [Source:HGNC Symbol;Acc:HGNC:7593]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MZB1","ENSG00000170476","MZB1","marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCAPG","ENSG00000109805","NCAPG","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NECTIN2","ENSG00000130202","NECTIN2","nectin cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:9707]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NECTIN3","ENSG00000177707","NECTIN3","nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEFL","ENSG00000277586","NEFL","neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEXN","ENSG00000162614","NEXN","nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOC2LP2","ENSG00000217950","NOC2LP2","NOC2 like nucleolar associated transcriptional repressor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52286]","GENECARDS,HGNC"
"NPIPB1P","ENSG00000257513","NPIPB1P","nuclear pore complex interacting protein family member B1, pseudogene [Source:HGNC Symbol;Acc:HGNC:37452]","GENECARDS,HGNC"
"NR4A1","ENSG00000123358","NR4A1","nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRIR","ENSG00000225964","NRIR","negative regulator of interferon response [Source:HGNC Symbol;Acc:HGNC:51269]","GENECARDS,HGNC"
"NT5C3AP2","ENSG00000244720","NT5C3AP2","NT5C3A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54578]","GENECARDS,HGNC"
"NTAN1P2","ENSG00000250569","NTAN1P2","N-terminal asparagine amidase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45262]","GENECARDS,HGNC"
"NUS1P1","ENSG00000235636","NUS1P1","NUS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38472]","GENECARDS,HGNC"
"NUTM2HP","ENSG00000232706","NUTM2HP","NUT family member 2H, pseudogene [Source:HGNC Symbol;Acc:HGNC:45017]","GENECARDS,HGNC"
"OAS1","ENSG00000089127","OAS1","2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OAS2","ENSG00000111335","OAS2","2'-5'-oligoadenylate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:8087]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OAS3","ENSG00000111331","OAS3","2'-5'-oligoadenylate synthetase 3 [Source:HGNC Symbol;Acc:HGNC:8088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OASL","ENSG00000135114","OASL","2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ODF3B","None","None","None",""
"OLFM4","ENSG00000102837","OLFM4","olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OLR1","ENSG00000173391","OLR1","oxidized low density lipoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:8133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR2A1-AS1","ENSG00000244479","OR2A1-AS1","OR2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49168]","GENECARDS,HGNC"
"OR7E140P","ENSG00000238152","OR7E140P","olfactory receptor family 7 subfamily E member 140 pseudogene [Source:HGNC Symbol;Acc:HGNC:19561]","GENECARDS,HGNC"
"ORM1","ENSG00000229314","ORM1","orosomucoid 1 [Source:HGNC Symbol;Acc:HGNC:8498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP12","ENSG00000059378","PARP12","poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP14","ENSG00000173193","PARP14","poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARP9","ENSG00000138496","PARP9","poly(ADP-ribose) polymerase family member 9 [Source:HGNC Symbol;Acc:HGNC:24118]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHGA6","ENSG00000253731","PCDHGA6","protocadherin gamma subfamily A, 6 [Source:HGNC Symbol;Acc:HGNC:8704]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE"
"PCDHGB6","ENSG00000253305","PCDHGB6","protocadherin gamma subfamily B, 6 [Source:HGNC Symbol;Acc:HGNC:8713]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE"
"PCOLCE2","ENSG00000163710","PCOLCE2","procollagen C-endopeptidase enhancer 2 [Source:HGNC Symbol;Acc:HGNC:8739]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDCD1LG2","ENSG00000197646","PDCD1LG2","programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEX11G","ENSG00000104883","PEX11G","peroxisomal biogenesis factor 11 gamma [Source:HGNC Symbol;Acc:HGNC:20208]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFKP-DT","ENSG00000273001","PFKP-DT","PFKP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55177]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PHKA1","ENSG00000067177","PHKA1","phosphorylase kinase regulatory subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8925]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PI4KAP1","ENSG00000274602","PI4KAP1","phosphatidylinositol 4-kinase alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33576]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PI4KAP1","ENSG00000290425","PI4KAP1","phosphatidylinositol 4-kinase alpha pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:728233]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PILRB","ENSG00000121716","PILRB","paired immunoglobin like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLA2G4B","ENSG00000243708","PLA2G4B","phospholipase A2 group IVB [Source:HGNC Symbol;Acc:HGNC:9036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLAAT2","ENSG00000133328","PLAAT2","phospholipase A and acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17824]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLEKHH2","ENSG00000152527","PLEKHH2","pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLS3","ENSG00000102024","PLS3","plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLSCR1","ENSG00000188313","PLSCR1","phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNPT1","ENSG00000138035","PNPT1","polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIAL4H","ENSG00000270339","PPIAL4H","peptidylprolyl isomerase A like 4H [Source:HGNC Symbol;Acc:HGNC:53889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIAP4","ENSG00000258591","PPIAP4","peptidylprolyl isomerase A pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:19935]","GENECARDS,HGNC"
"PPIAP45","ENSG00000258116","PPIAP45","peptidylprolyl isomerase A pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:53669]","GENECARDS,HGNC"
"PPP1R2B","ENSG00000231989","PPP1R2B","PPP1R2 family member B [Source:HGNC Symbol;Acc:HGNC:16318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRELID1P6","ENSG00000228305","PRELID1P6","PRELID1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:54771]","GENECARDS,HGNC"
"PRLR","ENSG00000113494","PRLR","prolactin receptor [Source:HGNC Symbol;Acc:HGNC:9446]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTGR2","ENSG00000140043","PTGR2","prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPN13","ENSG00000163629","PTPN13","protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPRH","ENSG00000080031","PTPRH","protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTX3","ENSG00000163661","PTX3","pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PXDNL","ENSG00000147485","PXDNL","peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB1AP1","ENSG00000229023","RAB1AP1","RAB1A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54644]","GENECARDS,HGNC"
"RAB20","ENSG00000139832","RAB20","RAB20, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB39A","ENSG00000179331","RAB39A","RAB39A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16521]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAPGEF3","ENSG00000079337","RAPGEF3","Rap guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:16629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RASSF6","ENSG00000169435","RASSF6","Ras association domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBFOX1","ENSG00000078328","RBFOX1","RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RFPL2","ENSG00000128253","RFPL2","ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RHOT1P2","ENSG00000203616","RHOT1P2","ras homolog family member T1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37838]","GENECARDS,HGNC"
"RNASE1","ENSG00000129538","RNASE1","ribonuclease A family member 1, pancreatic [Source:HGNC Symbol;Acc:HGNC:10044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNASE4","ENSG00000258818","RNASE4","ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF207","ENSG00000158286","RNF207","ring finger protein 207 [Source:HGNC Symbol;Acc:HGNC:32947]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF213","ENSG00000173821","RNF213","ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF222","ENSG00000189051","RNF222","ring finger protein 222 [Source:HGNC Symbol;Acc:HGNC:34517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNU6-226P","ENSG00000200648","RNU6-226P","RNA, U6 small nuclear 226, pseudogene [Source:HGNC Symbol;Acc:HGNC:47189]","GENECARDS,HGNC"
"RNU6-5P","ENSG00000206965","RNU6-5P","RNA, U6 small nuclear 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:34249]","GENECARDS,HGNC"
"RNU6-8","ENSG00000202337","RNU6-8","RNA, U6 small nuclear 8 [Source:HGNC Symbol;Acc:HGNC:34285]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RNU7-40P","ENSG00000252206","RNU7-40P","RNA, U7 small nuclear 40 pseudogene [Source:HGNC Symbol;Acc:HGNC:34136]","GENECARDS,HGNC"
"ROBO4","ENSG00000154133","ROBO4","roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ROCK1P1","ENSG00000263006","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37832]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ROCK1P1","ENSG00000290877","ROCK1P1","Rho associated coiled-coil containing protein kinase 1 pseudogene 1 [Source:NCBI gene (formerly Entrezgene);Acc:727758]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"RPL12P12","ENSG00000236992","RPL12P12","ribosomal protein L12 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:15951]","GENECARDS,HGNC"
"RPL19P4","ENSG00000226915","RPL19P4","ribosomal protein L19 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:36539]","GENECARDS,HGNC"
"RPL21P75","ENSG00000213860","RPL21P75","ribosomal protein L21 pseudogene 75 [Source:HGNC Symbol;Acc:HGNC:36460]","GENECARDS,HGNC"
"RPL23AP2","ENSG00000225067","RPL23AP2","ribosomal protein L23a pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10319]","GENECARDS,HGNC"
"RPL23AP69","ENSG00000235315","RPL23AP69","ribosomal protein L23a pseudogene 69 [Source:HGNC Symbol;Acc:HGNC:36625]","GENECARDS,HGNC"
"RPL23AP74","ENSG00000227694","RPL23AP74","ribosomal protein L23a pseudogene 74 [Source:HGNC Symbol;Acc:HGNC:36148]","GENECARDS,HGNC"
"RPL35P5","ENSG00000225573","RPL35P5","ribosomal protein L35 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36955]","GENECARDS,HGNC"
"RPL37P2","ENSG00000239559","RPL37P2","ribosomal protein L37 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17092]","GENECARDS,HGNC"
"RPL37P23","ENSG00000243680","RPL37P23","ribosomal protein L37 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:37003]","GENECARDS,HGNC"
"RPL4P3","ENSG00000230364","RPL4P3","ribosomal protein L4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35773]","GENECARDS,HGNC"
"RPS12P4","ENSG00000236533","RPS12P4","ribosomal protein S12 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35670]","GENECARDS,HGNC"
"RPS15AP38","ENSG00000237668","RPS15AP38","ribosomal protein S15a pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:36523]","GENECARDS,HGNC"
"RPS24P19","ENSG00000227008","RPS24P19","ribosomal protein S24 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:35683]","GENECARDS,HGNC"
"RPS27AP12","ENSG00000225224","RPS27AP12","RPS27A pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35732]","GENECARDS,HGNC"
"RPS29P16","ENSG00000235354","RPS29P16","ribosomal protein S29 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35560]","GENECARDS,HGNC"
"RPS4XP1","ENSG00000214203","RPS4XP1","ribosomal protein S4X pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32444]","GENECARDS,HGNC"
"RPS4XP16","ENSG00000224892","RPS4XP16","ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365]","GENECARDS,HGNC"
"RPS4XP6","ENSG00000244073","RPS4XP6","ribosomal protein S4X pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36057]","GENECARDS,HGNC"
"RPSAP58","None","None","None",""
"RPSAP9","ENSG00000234618","RPSAP9","ribosomal protein SA pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:31463]","GENECARDS,HGNC"
"RSAD2","ENSG00000134321","RSAD2","radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RSPH9","ENSG00000172426","RSPH9","radial spoke head component 9 [Source:HGNC Symbol;Acc:HGNC:21057]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTL5","ENSG00000242732","RTL5","retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTN4RL1","ENSG00000185924","RTN4RL1","reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RTP4","ENSG00000136514","RTP4","receptor transporter protein 4 [Source:HGNC Symbol;Acc:HGNC:23992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUFY4","ENSG00000188282","RUFY4","RUN and FYVE domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24804]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RUNDC3A-AS1","ENSG00000267750","RUNDC3A-AS1","RUNDC3A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51344]","GENECARDS,HGNC"
"SAMD4A","ENSG00000020577","SAMD4A","sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMD9","ENSG00000205413","SAMD9","sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAMD9L","ENSG00000177409","SAMD9L","sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAPCD2","ENSG00000186193","SAPCD2","suppressor APC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCGB3A1","ENSG00000161055","SCGB3A1","secretoglobin family 3A member 1 [Source:HGNC Symbol;Acc:HGNC:18384]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCUBE1","ENSG00000159307","SCUBE1","signal peptide, CUB domain and EGF like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13441]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCUBE2","ENSG00000175356","SCUBE2","signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SELENOP","ENSG00000250722","SELENOP","selenoprotein P [Source:HGNC Symbol;Acc:HGNC:10751]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEPTIN4","ENSG00000108387","SEPTIN4","septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SETP17","ENSG00000255222","SETP17","SET pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:42936]","GENECARDS,HGNC"
"SIGLEC1","ENSG00000088827","SIGLEC1","sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
