"initial_alias","converted_alias","name","description","namespace"
"AP006621","ENSG00000288675","PANO1","proapoptotic nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:51237]","EMBL"
"AP006623","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","EMBL"
"AP006623","ENSG00000177830","CHID1","chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]","EMBL"
"AP006623","ENSG00000183020","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]","EMBL"
"AP006623","ENSG00000214063","TSPAN4","tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]","EMBL"
"APOE","ENSG00000130203","APOE","apolipoprotein E [Source:HGNC Symbol;Acc:HGNC:613]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APP","ENSG00000142192","APP","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP21","ENSG00000107863","ARHGAP21","Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP31","ENSG00000031081","ARHGAP31","Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGDIA","ENSG00000141522","ARHGDIA","Rho GDP dissociation inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:678]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMC12","ENSG00000157343","ARMC12","armadillo repeat containing 12 [Source:HGNC Symbol;Acc:HGNC:21099]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARNILA","ENSG00000235072","ARNILA","androgen receptor negatively regulated lncRNA [Source:HGNC Symbol;Acc:HGNC:54484]","GENECARDS,HGNC"
"ASIC3","ENSG00000213199","ASIC3","acid sensing ion channel subunit 3 [Source:HGNC Symbol;Acc:HGNC:101]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF4","ENSG00000128272","ATF4","activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP2A2","ENSG00000174437","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AURKC","ENSG00000105146","AURKC","aurora kinase C [Source:HGNC Symbol;Acc:HGNC:11391]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AVPI1","ENSG00000119986","AVPI1","arginine vasopressin induced 1 [Source:HGNC Symbol;Acc:HGNC:30898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AXL","ENSG00000167601","AXL","AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GNT7","ENSG00000156966","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAS1","ENSG00000064787","BCAS1","brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BEX1","ENSG00000133169","BEX1","brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BNIP1","ENSG00000113734","BNIP1","BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BTG3","ENSG00000154640","BTG3","BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BZW1P2","ENSG00000198406","BZW1P2","basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33954]","GENECARDS,HGNC"
"C19ORF48","None","None","None",""
"C1QA","ENSG00000173372","C1QA","complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1QC","ENSG00000159189","C1QC","complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C4ORF48","None","None","None",""
"C5ORF66","None","None","None",""
"C6ORF226","ENSG00000221821","C6orf226","chromosome 6 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34431]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CACNA1I","ENSG00000100346","CACNA1I","calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CACNA2D2","ENSG00000007402","CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAMTA1","ENSG00000171735","CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPNS1","ENSG00000126247","CAPNS1","calpain small subunit 1 [Source:HGNC Symbol;Acc:HGNC:1481]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAVIN3","ENSG00000170955","CAVIN3","caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC59","ENSG00000133773","CCDC59","coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCNE1","ENSG00000105173","CCNE1","cyclin E1 [Source:HGNC Symbol;Acc:HGNC:1589]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCT6B","ENSG00000132141","CCT6B","chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD14","ENSG00000170458","CD14","CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD151","ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD300E","ENSG00000186407","CD300E","CD300e molecule [Source:HGNC Symbol;Acc:HGNC:28874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD68","ENSG00000129226","CD68","CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD69","ENSG00000110848","CD69","CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC42BPA","ENSG00000143776","CDC42BPA","CDC42 binding protein kinase alpha [Source:HGNC Symbol;Acc:HGNC:1737]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC42BPB","ENSG00000198752","CDC42BPB","CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH5","ENSG00000179776","CDH5","cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPP","ENSG00000188312","CENPP","centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPW","ENSG00000203760","CENPW","centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CERCAM","ENSG00000167123","CERCAM","cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CERNA1","ENSG00000259577","CERNA1","competing endogenous lncRNA 1 for miR-4707-5p and miR-4767 [Source:HGNC Symbol;Acc:HGNC:52664]","GENECARDS,HGNC"
"CEROX1","ENSG00000260807","CEROX1","cytoplasmic endogenous regulator of oxidative phosphorylation 1 [Source:HGNC Symbol;Acc:HGNC:53928]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CES1","ENSG00000198848","CES1","carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFAP20DC","ENSG00000163689","CFAP20DC","CFAP20 domain containing [Source:HGNC Symbol;Acc:HGNC:24763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHASERR","ENSG00000272888","CHASERR","CHD2 adjacent suppressive regulatory RNA [Source:HGNC Symbol;Acc:HGNC:48626]","GENECARDS,HGNC"
"CIB2","ENSG00000136425","CIB2","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIBAR1","ENSG00000188343","CIBAR1","CBY1 interacting BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKB","ENSG00000166165","CKB","creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC11A","ENSG00000105472","CLEC11A","C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLIP2","ENSG00000106665","CLIP2","CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLMN","ENSG00000165959","CLMN","calmin [Source:HGNC Symbol;Acc:HGNC:19972]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNBD2","ENSG00000149646","CNBD2","cyclic nucleotide binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16145]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COA6-AS1","ENSG00000231663","COA6-AS1","COA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40825]","GENECARDS,HGNC"
"COL23A1","ENSG00000050767","COL23A1","collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX7A2","ENSG00000112695","COX7A2","cytochrome c oxidase subunit 7A2 [Source:HGNC Symbol;Acc:HGNC:2288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CREM","ENSG00000095794","CREM","cAMP responsive element modulator [Source:HGNC Symbol;Acc:HGNC:2352]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CST3","ENSG00000101439","CST3","cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTLA4","ENSG00000163599","CTLA4","cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTSF","ENSG00000174080","CTSF","cathepsin F [Source:HGNC Symbol;Acc:HGNC:2531]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTSK","ENSG00000143387","CTSK","cathepsin K [Source:HGNC Symbol;Acc:HGNC:2536]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCR4","ENSG00000121966","CXCR4","C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2S1","ENSG00000167600","CYP2S1","cytochrome P450 family 2 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15654]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP46A1","ENSG00000036530","CYP46A1","cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP4F22","ENSG00000171954","CYP4F22","cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DACT3","ENSG00000197380","DACT3","dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAZAP2P1","ENSG00000223825","DAZAP2P1","DAZ associated protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43869]","GENECARDS,HGNC"
"DCTN6","ENSG00000104671","DCTN6","dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDIT4","ENSG00000168209","DDIT4","DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX39A","ENSG00000123136","DDX39A","DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX47","ENSG00000213782","DDX47","DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DENND6B","ENSG00000205593","DENND6B","DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGCR6L","ENSG00000128185","DGCR6L","DiGeorge syndrome critical region gene 6 like [Source:HGNC Symbol;Acc:HGNC:18551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHCR7","ENSG00000172893","DHCR7","7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJB1","ENSG00000132002","DNAJB1","DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNAJC2","ENSG00000105821","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNTTIP2","ENSG00000067334","DNTTIP2","deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOCK1","ENSG00000150760","DOCK1","dedicator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:2987]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUS3L","ENSG00000141994","DUS3L","dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUS4L-BCAP29","ENSG00000105865","DUS4L","dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUS4L-BCAP29","ENSG00000288558","DUS4L-BCAP29","DUS4L-BCAP29 readthrough [Source:HGNC Symbol;Acc:HGNC:54422]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP2","ENSG00000158050","DUSP2","dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP4","ENSG00000120875","DUSP4","dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP5","ENSG00000138166","DUSP5","dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1A1P11","ENSG00000228502","EEF1A1P11","eukaryotic translation elongation factor 1 alpha 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3206]","GENECARDS,HGNC"
"EEF1A1P12","ENSG00000214199","EEF1A1P12","eukaryotic translation elongation factor 1 alpha 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:3195]","GENECARDS,HGNC"
"EEF1A1P13","ENSG00000250182","EEF1A1P13","eukaryotic translation elongation factor 1 alpha 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:3196]","GENECARDS,HGNC"
"EEF1A1P5","ENSG00000196205","EEF1A1P5","eukaryotic translation elongation factor 1 alpha 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3200]","GENECARDS,HGNC"
"EEF1A1P6","ENSG00000233476","EEF1A1P6","eukaryotic translation elongation factor 1 alpha 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:3201]","GENECARDS,HGNC"
"EEF1A1P7","ENSG00000268222","EEF1A1P7","eukaryotic translation elongation factor 1 alpha 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3202]","GENECARDS,HGNC"
"EEF1A1P9","ENSG00000249264","EEF1A1P9","eukaryotic translation elongation factor 1 alpha 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:3204]","GENECARDS,HGNC"
"EEF1B2P3","ENSG00000232472","EEF1B2P3","eukaryotic translation elongation factor 1 beta 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3210]","GENECARDS,HGNC"
"EIF1","ENSG00000173812","EIF1","eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3CL","ENSG00000184110","EIF3C","eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF3CL","ENSG00000205609","EIF3CL","eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A1","ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A1P10","ENSG00000229132","EIF4A1P10","eukaryotic translation initiation factor 4A1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:37930]","GENECARDS,HGNC"
"EIF4EBP1","ENSG00000187840","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF5AL1","ENSG00000253626","EIF5AL1","eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMILIN2","ENSG00000132205","EMILIN2","elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EMP1","ENSG00000134531","EMP1","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENC1","ENSG00000171617","ENC1","ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENG","ENSG00000106991","ENG","endoglin [Source:HGNC Symbol;Acc:HGNC:3349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENKUR","ENSG00000151023","ENKUR","enkurin, TRPC channel interacting protein [Source:HGNC Symbol;Acc:HGNC:28388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L3","ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPB41L4A-AS1","ENSG00000224032","EPB41L4A-AS1","EPB41L4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30749]","GENECARDS,HGNC"
"EPHB2","ENSG00000133216","EPHB2","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHX1","ENSG00000143819","EPHX1","epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERI3","ENSG00000117419","ERI3","ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC6","ENSG00000223496","EXOSC6","exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXT1","ENSG00000182197","EXT1","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZHIP","ENSG00000187690","EZHIP","EZH inhibitory protein [Source:HGNC Symbol;Acc:HGNC:33738]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EZR","ENSG00000092820","EZR","ezrin [Source:HGNC Symbol;Acc:HGNC:12691]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM238A","ENSG00000233261","FAM238A","family with sequence similarity 238 member A [Source:HGNC Symbol;Acc:HGNC:17776]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FAM238A","ENSG00000290444","FAM238A","family with sequence similarity 238 member A [Source:HGNC Symbol;Acc:HGNC:17776]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FAM95C","ENSG00000180071","ANKRD18A","ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]","ENTREZGENE,WIKIGENE"
"FASN","ENSG00000169710","FASN","fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAUP1","ENSG00000235297","FAUP1","FAU pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:17984]","GENECARDS,HGNC"
"FBN2","ENSG00000138829","FBN2","fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBP1","ENSG00000165140","FBP1","fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO32","ENSG00000156804","FBXO32","F-box protein 32 [Source:HGNC Symbol;Acc:HGNC:16731]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGF9","ENSG00000102678","FGF9","fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGFRL1","ENSG00000127418","FGFRL1","fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FHIT","ENSG00000189283","FHIT","fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3701]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP1C","ENSG00000198225","FKBP1C","FKBP prolyl isomerase family member 1C [Source:HGNC Symbol;Acc:HGNC:21376]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLJ31104","None","None","None",""
"FLNA","ENSG00000196924","FLNA","filamin A [Source:HGNC Symbol;Acc:HGNC:3754]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FO393411","ENSG00000124615","MOCS1","molybdenum cofactor synthesis 1 [Source:HGNC Symbol;Acc:HGNC:7190]","EMBL"
"FO393411","ENSG00000146122","DAAM2","dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]","EMBL"
"FTH1P11","ENSG00000237264","FTH1P11","ferritin heavy chain 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:3981]","GENECARDS,HGNC"
"FTH1P20","ENSG00000226564","FTH1P20","ferritin heavy chain 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:37639]","GENECARDS,HGNC"
"FTH1P7","ENSG00000232187","FTH1P7","ferritin heavy chain 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3994]","GENECARDS,HGNC"
"FTH1P8","ENSG00000219507","FTH1P8","ferritin heavy chain 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:3995]","GENECARDS,HGNC"
"FUT4","ENSG00000196371","FUT4","fucosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:4015]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAPDH","ENSG00000111640","GAPDH","glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAPDHP1","ENSG00000228232","GAPDHP1","glyceraldehyde-3-phosphate dehydrogenase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4159]","GENECARDS,HGNC"
"GAPDHP63","ENSG00000218582","GAPDHP63","glyceraldehyde 3 phosphate dehydrogenase pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:4157]","GENECARDS,HGNC"
"GAS2L1","ENSG00000185340","GAS2L1","growth arrest specific 2 like 1 [Source:HGNC Symbol;Acc:HGNC:16955]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
